Date,High,Low,Open,Close,Volume,Adj Close
2018-09-24,23.479999542236328,23.170000076293945,23.479999542236328,23.18000030517578,2505900.0,22.595378875732422
2018-09-25,23.270000457763672,22.479999542236328,23.260000228881836,22.690000534057617,3070900.0,22.117740631103516
2018-09-26,22.90999984741211,22.139999389648438,22.709999084472656,22.219999313354492,1585700.0,21.65959358215332
2018-09-27,22.25,21.950000762939453,22.200000762939453,22.0,1670200.0,21.445140838623047
2018-09-28,22.209999084472656,21.6200008392334,21.8700008392334,21.959999084472656,2543500.0,21.40614891052246
2018-10-01,22.290000915527344,21.799999237060547,22.030000686645508,21.920000076293945,2493200.0,21.367158889770508
2018-10-02,22.18000030517578,21.84000015258789,21.93000030517578,22.059999465942383,3359200.0,21.50362777709961
2018-10-03,22.350000381469727,22.059999465942383,22.139999389648438,22.239999771118164,1949700.0,21.679088592529297
2018-10-04,23.309999465942383,22.3799991607666,22.3799991607666,22.93000030517578,2746700.0,22.351686477661133
2018-10-05,23.09000015258789,22.729999542236328,22.899999618530273,22.75,2215600.0,22.176225662231445
2018-10-08,23.059999465942383,22.600000381469727,22.670000076293945,22.940000534057617,2137700.0,22.361433029174805
2018-10-09,22.969999313354492,22.559999465942383,22.84000015258789,22.690000534057617,2283600.0,22.117740631103516
2018-10-10,23.1200008392334,22.209999084472656,22.790000915527344,22.229999542236328,3832300.0,21.66933822631836
2018-10-11,22.100000381469727,20.770000457763672,22.010000228881836,20.770000457763672,5341100.0,20.24616241455078
2018-10-12,21.209999084472656,20.229999542236328,21.1200008392334,20.670000076293945,3601900.0,20.148685455322266
2018-10-15,21.190000534057617,20.56999969482422,20.59000015258789,20.920000076293945,2413600.0,20.392379760742188
2018-10-16,21.520000457763672,20.84000015258789,21.020000457763672,21.469999313354492,2137600.0,20.92850685119629
2018-10-17,21.8700008392334,21.270000457763672,21.329999923706055,21.700000762939453,2156900.0,21.152708053588867
2018-10-18,21.93000030517578,21.350000381469727,21.649999618530273,21.389999389648438,2203100.0,20.85052490234375
2018-10-19,21.75,21.280000686645508,21.350000381469727,21.440000534057617,2254300.0,20.899263381958008
2018-10-22,21.670000076293945,20.860000610351562,21.450000762939453,20.860000610351562,2235800.0,20.333892822265625
2018-10-23,20.690000534057617,20.219999313354492,20.520000457763672,20.489999771118164,2851400.0,19.973224639892578
2018-10-24,20.469999313354492,19.969999313354492,20.389999389648438,20.059999465942383,3508300.0,19.554067611694336
2018-10-25,20.540000915527344,20.020000457763672,20.190000534057617,20.059999465942383,2643300.0,19.554067611694336
2018-10-26,20.649999618530273,19.600000381469727,20.0,20.360000610351562,2968200.0,19.84650230407715
2018-10-29,21.25,20.3700008392334,20.5,20.579999923706055,3090300.0,20.060955047607422
2018-10-30,21.290000915527344,20.65999984741211,20.690000534057617,21.030000686645508,2556100.0,20.499605178833008
2018-10-31,21.889999389648438,21.1200008392334,21.18000030517578,21.469999313354492,2544700.0,20.92850685119629
2018-11-01,21.799999237060547,21.3799991607666,21.479999542236328,21.40999984741211,2953400.0,20.87002182006836
2018-11-02,21.860000610351562,21.139999389648438,21.579999923706055,21.239999771118164,4094400.0,20.704307556152344
2018-11-05,21.770000457763672,21.399999618530273,21.43000030517578,21.530000686645508,2608700.0,20.986995697021484
2018-11-06,22.040000915527344,21.530000686645508,21.579999923706055,21.940000534057617,2319900.0,21.386653900146484
2018-11-07,22.229999542236328,21.760000228881836,22.0,22.040000915527344,2493600.0,21.484134674072266
2018-11-08,22.18000030517578,21.84000015258789,21.93000030517578,21.940000534057617,1953300.0,21.386653900146484
2018-11-09,22.1200008392334,21.760000228881836,21.770000457763672,21.989999771118164,1840900.0,21.435392379760742
2018-11-12,21.969999313354492,21.309999465942383,21.90999984741211,21.3700008392334,2042900.0,20.831031799316406
2018-11-13,21.75,21.229999542236328,21.350000381469727,21.229999542236328,2300900.0,20.694561004638672
2018-11-14,21.719999313354492,20.850000381469727,21.34000015258789,21.030000686645508,2450500.0,20.499605178833008
2018-11-15,21.43000030517578,20.540000915527344,20.81999969482422,21.260000228881836,2312700.0,20.723804473876953
2018-11-16,21.770000457763672,20.940000534057617,21.030000686645508,21.399999618530273,3404700.0,20.9836483001709
2018-11-19,21.530000686645508,21.110000610351562,21.350000381469727,21.260000228881836,2385400.0,20.846372604370117
2018-11-20,21.200000762939453,20.670000076293945,21.09000015258789,20.729999542236328,2637400.0,20.326683044433594
